Date,Exam series,Board,Qualification,Examination code,Category,base_subject,Subject,Title,Time,Duration,Tier,Level
31/05/2025,Jun-25,AQA,GCSE,8201,Arts & Design,Art,"Art and Design (Art, craft and design)",Non-exam assessment - externally set assignment,,10h,,2
31/05/2025,Jun-25,AQA,GCSE,8201/C,Arts & Design,Art,"Art and Design (Art, craft and design)",Non-exam assessment - portfolio,,10h,,2
31/05/2025,Jun-25,AQA,GCSE,8202,Arts & Design,Art,Art and Design (Fine art),Non-exam assessment - externally set assignment,,10h,,2
31/05/2025,Jun-25,AQA,GCSE,8202/C,Arts & Design,Art,Art and Design (Fine art),Non-exam assessment - portfolio,,10h,,2
31/05/2025,Jun-25,AQA,GCSE,8203,Arts & Design,Art,Art and Design (Graphic communication),Non-exam assessment - externally set assignment,,10h,,2
31/05/2025,Jun-25,AQA,GCSE,8203/C,Arts & Design,Art,Art and Design (Graphic communication),Non-exam assessment - portfolio,,10h,,2
31/05/2025,Jun-25,AQA,GCSE,8206,Arts & Design,Art,Art and Design (Photography),Non-exam assessment - externally set assignment,,10h,,2
31/05/2025,Jun-25,AQA,GCSE,8206/C,Arts & Design,Art,Art and Design (Photography),Non-exam assessment - portfolio,,10h,,2
31/05/2025,Jun-25,AQA,GCSE,8204,Arts & Design,Art,Art and Design (Textile design),Non-exam assessment - externally set assignment,,10h,,2
31/05/2025,Jun-25,AQA,GCSE,8204/C,Arts & Design,Art,Art and Design (Textile design),Non-exam assessment - portfolio,,10h,,2
31/05/2025,Jun-25,AQA,GCSE,8205,Arts & Design,Art,Art and Design (Three-dimensional design),Non-exam assessment - externally set assignment,,10h,,2
31/05/2025,Jun-25,AQA,GCSE,8205/C,Arts & Design,Art,Art and Design (Three-dimensional design),Non-exam assessment - portfolio,,10h,,2
09/06/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R093/01,Arts & Design,Creative iMedia,Creative iMedia,Creative iMedia in the media industry:Written Paper,PM,1h 30m,,2
07/05/2025,Jun-25,AQA,GCSE,8236/C,Arts & Design,Dance,Dance,Performance and Choreography,,,,2
02/06/2025,Jun-25,AQA,GCSE,8236/W,Arts & Design,Dance,Dance,Dance appreciation,PM,1h 30m,,2
07/05/2025,Jun-25,AQA,GCSE,8552/C,Arts & Design,Design and Technology,Design and Technology,Non-exam assessment,,,,2
18/06/2025,Jun-25,AQA,GCSE,8552/W,Arts & Design,Design and Technology,Design and Technology,Written,AM,2h,,2
18/06/2025,Jun-25,OCR,GCSE,J310/01,Arts & Design,Design and Technology,Design and Technology,Principles of Design and Technology,AM,2h 00m,,2
18/06/2025,Jun-25,Pearson,GCSE,1DT0 1A-F,Arts & Design,Design and Technology,Design and Technology,Component 1,AM,1h 45m,,2
18/06/2025,Jun-25,Eduqas,GCSE,C600U10,Arts & Design,Design and Technology,Design and Technology,Component 1,AM,2h,,2
07/05/2025,Jun-25,AQA,GCSE,8261/C,Arts & Design,Drama,Drama,Non-exam assessment - Devising drama,,,,2
08/05/2025,Jun-25,Pearson,GCSE,1DR0 03,Arts & Design,Drama,Drama,Component 3: Theatre Makers in Practice,AM,1h 45m,,2
08/05/2025,Jun-25,AQA,GCSE,8261/W,Arts & Design,Drama,Drama,Understanding drama,AM,1h 45m,,2
08/05/2025,Jun-25,OCR,GCSE,J316/04,Arts & Design,Drama,Drama,Drama: Performance and response,AM,1h 30m,,2
09/05/2025,Jun-25,Eduqas,GCSE,C690U30,Arts & Design,Drama,Drama,Component 3,AM,1h 30m,,2
31/05/2025,Jun-25,AQA,GCSE,8261/X,Arts & Design,Drama,Drama,Non-exam assessment - Texts in practice,,,,2
08/05/2025,Jun-25,Eduqas,GCSE,C490UA0,Arts & Design,Electronics,Electronics,Component 1,PM,1h 30m,,2
16/05/2025,Jun-25,Eduqas,GCSE,C490U20,Arts & Design,Electronics,Electronics,Component 2,PM,1h 30m,,2
07/05/2025,Jun-25,AQA,GCSE,8852/C,Arts & Design,Engineering,Engineering,Non-exam assessment,,,,2
02/06/2025,Jun-25,AQA,GCSE,8852/W,Arts & Design,Engineering,Engineering,Written,PM,2h,,2
13/05/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R038/01,Arts & Design,Engineering Design,Engineering Design,Principles of engineering design:Written Paper,AM,1h 15m,,2
03/06/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R014/01,Arts & Design,Engineering Manufacture,Engineering Manufacture,Principles of engineering manufacture:Written Paper,PM,1h 15m,,2
12/06/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R047/01,Arts & Design,Engineering Programmable Systems,Engineering Programmable Systems,Principles of electronic and programmable systems:Written Paper,PM,1h 15m,,2
09/05/2025,Jun-25,Eduqas,GCSE,C670U10,Arts & Design,Film Studies,Film Studies,Component 1,AM,1h 30m,,2
21/05/2025,Jun-25,Eduqas,GCSE,C670U20,Arts & Design,Film Studies,Film Studies,Component 2,PM,1h 30m,,2
07/05/2025,Jun-25,AQA,GCSE,8585/C,Arts & Design,Food Preparation and Nutrition,Food preparation and nutrition,Non-exam assessment,,,,2
17/06/2025,Jun-25,AQA,GCSE,8585/W,Arts & Design,Food Preparation and Nutrition,Food preparation and nutrition,Paper 1: Food preparation and nutrition,PM,1h 45m,,2
17/06/2025,Jun-25,OCR,GCSE,J309/01,Arts & Design,Food Preparation and Nutrition,Food Preparation and Nutrition,Food preparation and nutrition,PM,1h 30m,,2
17/06/2025,Jun-25,Eduqas,GCSE,C560UA/B0,Arts & Design,Food Preparation and Nutrition,Food Preparation and Nutrition,Component 1,PM,1h 45m,,2
07/05/2025,Jun-25,AQA,GCSE,8271/C,Arts & Design,Music,Music,Non-exam assessment: Composing music,,,,2
07/05/2025,Jun-25,AQA,GCSE,8271/P,Arts & Design,Music,Music,Non-exam assessment: Performing music,,,,2
16/06/2025,Jun-25,Pearson,GCSE,1MU0 03,Arts & Design,Music,Music,Component 3: Appraising,PM,1h 45m,,2
16/06/2025,Jun-25,AQA,GCSE,8271/W,Arts & Design,Music,Music,Understanding music,PM,1h 30m,,2
16/06/2025,Jun-25,OCR,GCSE,J536/05,Arts & Design,Music,Music,Listening and appraising,PM,1h 30m,,2
16/06/2025,Jun-25,Eduqas,GCSE,C660U30,Arts & Design,Music,Music,Component 3,PM,1h 15m,,2
07/05/2025,Jun-25,AQA,GCSE,8700/C,English,English Language,English Language,Non-exam assessment: Spoken Language,,,,2
23/05/2025,Jun-25,Pearson,GCSE,1EN0 01,English,English Language,English Language,Paper 1: Fiction and Imaginative Writing,AM,1h 45m,,2
23/05/2025,Jun-25,AQA,GCSE,8700/1,English,English Language,English Language,Explorations in creative reading and writing,AM,1h 45m,,2
23/05/2025,Jun-25,OCR,GCSE,J351/01,English,English Language,English Language,Communicating information and ideas,AM,2h 00m,,2
23/05/2025,Jun-25,Pearson,GCSE,1EN2 01,English,English Language,English Language 2.0,Paper 1: Non-Fiction Texts,AM,1h 55m,,2
23/05/2025,Jun-25,Eduqas,GCSE,C700U10,English,English Language,English Language,Component 1,AM,1h 45m,,2
06/06/2025,Jun-25,Pearson,GCSE,1EN0 02,English,English Language,English Language,Paper 2: Non-Fiction and Transactional Writing,AM,2h 05m,,2
06/06/2025,Jun-25,AQA,GCSE,8700/2,English,English Language,English Language,Writers' viewpoints and perspectives,AM,1h 45m,,2
06/06/2025,Jun-25,OCR,GCSE,J351/02,English,English Language,English Language,Exploring effects and impact,AM,2h 00m,,2
06/06/2025,Jun-25,Pearson,GCSE,1EN2 02,English,English Language,English Language 2.0,Paper 2: Contemporary Texts,AM,1h 55m,,2
06/06/2025,Jun-25,Eduqas,GCSE,C700U20,English,English Language,English Language,Component 2,AM,2h,,2
12/05/2025,Jun-25,Pearson,GCSE,1ET0 01,English,English Literature,English Literature,Paper 1: Shakespeare and Post-1914 Literature,AM,1h 45m,,2
12/05/2025,Jun-25,AQA,GCSE,8702/1,English,English Literature,English Literature,Shakespeare and the 19th century novel,AM,1h 45m,,2
12/05/2025,Jun-25,OCR,GCSE,J352/01,English,English Literature,English Literature,Exploring modern and literary heritage texts,AM,2h 00m,,2
13/05/2025,Jun-25,Eduqas,GCSE,C720U10,English,English Literature,English Literature,Component 1,AM,2h,,2
20/05/2025,Jun-25,Pearson,GCSE,1ET0 02,English,English Literature,English Literature,Paper 2: 19th Century Novel & Poetry since 1789,AM,2h 15m,,2
20/05/2025,Jun-25,AQA,GCSE,8702/2,English,English Literature,English Literature,Modern texts and poetry,AM,2h 15m,,2
20/05/2025,Jun-25,OCR,GCSE,J352/02,English,English Literature,English Literature,Exploring poetry and Shakespeare,AM,2h 00m,,2
20/05/2025,Jun-25,Eduqas,GCSE,C720U20,English,English Literature,English Literature,Component 2,AM,2h 30m,,2
15/05/2025,Jun-25,OCR,GCSE,J198/01,Humanities & Social Sciences,Ancient History,Ancient History,Greece and Persia,PM,2h 00m,,2
03/06/2025,Jun-25,OCR,GCSE,J198/02,Humanities & Social Sciences,Ancient History,Ancient History,Rome and its neighbours,PM,2h 00m,,2
08/05/2025,Jun-25,Pearson,GCSE,1CS0 01,Humanities & Social Sciences,Citizenship Studies,Citizenship Studies,Paper 1,PM,1h 45m,,2
08/05/2025,Jun-25,AQA,GCSE,8100/1,Humanities & Social Sciences,Citizenship Studies,Citizenship Studies,Paper 1,PM,1h 45m,,2
08/05/2025,Jun-25,OCR,GCSE,J270/01,Humanities & Social Sciences,Citizenship Studies,Citizenship Studies,Citizenship in perspective,PM,50m,,2
15/05/2025,Jun-25,Pearson,GCSE,1CS0 02,Humanities & Social Sciences,Citizenship Studies,Citizenship Studies,Paper 2,PM,1h 45m,,2
15/05/2025,Jun-25,AQA,GCSE,8100/2,Humanities & Social Sciences,Citizenship Studies,Citizenship Studies,Paper 2,PM,1h 45m,,2
15/05/2025,Jun-25,OCR,GCSE,J270/02,Humanities & Social Sciences,Citizenship Studies,Citizenship Studies,Citizenship in action,PM,1h 45m,,2
02/06/2025,Jun-25,OCR,GCSE,J270/03,Humanities & Social Sciences,Citizenship Studies,Citizenship Studies,"Our rights, our society, our world",AM,1h 00m,,2
20/05/2025,Jun-25,OCR,GCSE,J199/11,Humanities & Social Sciences,Classical Civilisation,Classical Civilisation,Myth and Religion,PM,1h 30m,,2
20/05/2025,Jun-25,OCR,GCSE,J199/12,Humanities & Social Sciences,Classical Civilisation,Classical Civilisation,Women in the Ancient World,PM,1h 30m,,2
02/06/2025,Jun-25,OCR,GCSE,J199/21,Humanities & Social Sciences,Classical Civilisation,Classical Civilisation,The Homeric World,AM,1h 30m,,2
02/06/2025,Jun-25,OCR,GCSE,J199/22,Humanities & Social Sciences,Classical Civilisation,Classical Civilisation,Roman City Life,AM,1h 30m,,2
02/06/2025,Jun-25,OCR,GCSE,J199/23,Humanities & Social Sciences,Classical Civilisation,Classical Civilisation,War and Warfare,AM,1h 30m,,2
14/05/2025,Jun-25,Eduqas,GCSE,C111U10,Humanities & Social Sciences,Geography,Geography A,Component 1,AM,1h 30m,,2
14/05/2025,Jun-25,Eduqas,GCSE,C112U10,Humanities & Social Sciences,Geography,Geography B,Component 1,AM,1h 45m,,2
14/05/2025,Jun-25,AQA,GCSE,8035/1,Humanities & Social Sciences,Geography,Geography,Paper 1: Living with the physical environment,AM,1h 30m,,2
14/05/2025,Jun-25,Pearson,GCSE,1GA0 01,Humanities & Social Sciences,Geography,Geography A,Paper 1: The Physical Environment,AM,1h 30m,,2
14/05/2025,Jun-25,OCR,GCSE,J383/01,Humanities & Social Sciences,Geography,Geography A (Geographical Themes),Living in the UK Today,AM,1h 00m,,2
14/05/2025,Jun-25,Pearson,GCSE,1GB0 01,Humanities & Social Sciences,Geography,Geography B,Paper 1: Global Geographical Issues,AM,1h 30m,,2
14/05/2025,Jun-25,OCR,GCSE,J384/01,Humanities & Social Sciences,Geography,Geography B (Geography for Enquiring Minds),Our Natural World,AM,1h 15m,,2
06/06/2025,Jun-25,AQA,GCSE,8035/2,Humanities & Social Sciences,Geography,Geography,Paper 2: Challenges in the human environment,PM,1h 30m,,2
06/06/2025,Jun-25,Pearson,GCSE,1GA0 02,Humanities & Social Sciences,Geography,Geography A,Paper 2: The Human Environment,PM,1h 30m,,2
06/06/2025,Jun-25,OCR,GCSE,J383/02,Humanities & Social Sciences,Geography,Geography A (Geographical Themes),The World Around Us,PM,1h 00m,,2
06/06/2025,Jun-25,Pearson,GCSE,1GB0 02,Humanities & Social Sciences,Geography,Geography B,Paper 2: UK Geographical Issues,PM,1h 30m,,2
06/06/2025,Jun-25,OCR,GCSE,J384/02,Humanities & Social Sciences,Geography,Geography B (Geography for Enquiring Minds),People and Society,PM,1h 15m,,2
06/06/2025,Jun-25,Eduqas,GCSE,C111U20,Humanities & Social Sciences,Geography,Geography A,Component 2,PM,1h 30m,,2
06/06/2025,Jun-25,Eduqas,GCSE,C112U20,Humanities & Social Sciences,Geography,Geography B,Component 2,PM,1h 30m,,2
12/06/2025,Jun-25,AQA,GCSE,8035/3,Humanities & Social Sciences,Geography,Geography,Paper 3: Geographical applications,AM,1h 30m,,2
12/06/2025,Jun-25,Pearson,GCSE,1GA0 03,Humanities & Social Sciences,Geography,Geography A,Paper 3: Geographical Investigations: Fieldwork and UK Challenges,AM,1h 30m,,2
12/06/2025,Jun-25,OCR,GCSE,J383/03,Humanities & Social Sciences,Geography,Geography A (Geographical Themes),Geographical Skills,AM,1h 30m,,2
12/06/2025,Jun-25,Pearson,GCSE,1GB0 03,Humanities & Social Sciences,Geography,Geography B,Paper 3: People and Environment Issues : Making Geographical Decisions,AM,1h 30m,,2
12/06/2025,Jun-25,OCR,GCSE,J384/03,Humanities & Social Sciences,Geography,Geography B (Geography for Enquiring Minds),Geographical Exploration,AM,1h 30m,,2
12/06/2025,Jun-25,Eduqas,GCSE,C111U30,Humanities & Social Sciences,Geography,Geography A,Component 3,AM,1h 30m,,2
12/06/2025,Jun-25,Eduqas,GCSE,C112U30,Humanities & Social Sciences,Geography,Geography B,Component 3,AM,1h 30m,,2
16/05/2025,Jun-25,AQA,GCSE,8145/1A/A - 1B/E,Humanities & Social Sciences,History,History,Paper 1: Understanding the modern world,AM,2h,,2
16/05/2025,Jun-25,Eduqas,GCSE,C100UA-H0,Humanities & Social Sciences,History,History,Component 1,AM,2h,,2
16/05/2025,Jun-25,OCR,GCSE,J410/01-07,Humanities & Social Sciences,History,History A (Explaining the Modern World),Paper 1: Period study with non-British depth study,AM,1h 45m,,2
16/05/2025,Jun-25,OCR,GCSE,J411/21,Humanities & Social Sciences,History,History B (Schools History Project),Paper 1: History Around Us,AM,1h 00m,,2
16/05/2025,Jun-25,Pearson,GCSE,1HI0 10-13,Humanities & Social Sciences,History,History,Paper 1: Thematic study and historic environment,AM,1h 20m,,2
05/06/2025,Jun-25,AQA,GCSE,8145/2A/A - 2B/D,Humanities & Social Sciences,History,History,Paper 2: Shaping the nation,AM,2h,,2
05/06/2025,Jun-25,Eduqas,GCSE,C100U10-80,Humanities & Social Sciences,History,History,Component 2,AM,2h,,2
05/06/2025,Jun-25,OCR,GCSE,J410/08-10,Humanities & Social Sciences,History,History A (Explaining the Modern World),Paper 2: Thematic study,AM,1h 00m,,2
05/06/2025,Jun-25,OCR,GCSE,J411/11-19,Humanities & Social Sciences,History,History B (Schools History Project),Paper 2: British history – thematic study and depth study,AM,1h 45m,,2
05/06/2025,Jun-25,Pearson,GCSE,1HI0 2A-2W,Humanities & Social Sciences,History,History,Paper 2: Period study & British depth study,AM,1h 50m,,2
10/06/2025,Jun-25,OCR,GCSE,J410/11-13,Humanities & Social Sciences,History,History A (Explaining the Modern World),Paper 3: British depth study with a study of the historic environment,PM,1h 15m,,2
10/06/2025,Jun-25,OCR,GCSE,J411/31-39,Humanities & Social Sciences,History,History B (Schools History Project),Paper 3: World history - period study and depth study,PM,1h 45m,,2
10/06/2025,Jun-25,Pearson,GCSE,1HI0 30-33,Humanities & Social Sciences,History,History,Paper 3: Modern depth study,PM,1h 30m,,2
12/05/2025,Jun-25,Eduqas,GCSE,C120U10,Humanities & Social Sciences,Religious Studies,Religious Studies (Full Course) A,Component 1,AM,2h,,2
12/05/2025,Jun-25,Eduqas,GCSE,C120U80,Humanities & Social Sciences,Religious Studies,Religious Studies (Full Course) B,Component 1,AM,1h 20m,,2
12/05/2025,Jun-25,Eduqas,GCSE,C125U10,Humanities & Social Sciences,Religious Studies,Religious Studies (Short Course),Component 1,AM,1h,,2
13/05/2025,Jun-25,AQA,GCSE,8061/11 to 17,Humanities & Social Sciences,Religious Studies,Religious Studies A,"The Study of religions: beliefs, teachings and practices",AM,1h 45m,,2
13/05/2025,Jun-25,AQA,GCSE,8063/1,Humanities & Social Sciences,Religious Studies,Religious Studies B,Paper 1: Catholic Christianity,AM,1h 45m,,2
13/05/2025,Jun-25,OCR,GCSE,J625/01 to 05,Humanities & Social Sciences,Religious Studies,Religious Studies,Beliefs and teaching & Practices,AM,1h 00m,,2
13/05/2025,Jun-25,OCR,GCSE,J125/01,Humanities & Social Sciences,Religious Studies,Religious Studies (Short Course),"Religion, philosophy and ethics in the modern world",AM,2h 00m,,2
